timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-01-02,25.9550,26.8470,25.4800,26.2400,26.2400,3066951,0.0000,1.0000
2018-12-31,26.7500,27.0700,25.9500,26.5800,26.5800,2402623,0.0000,1.0000
2018-12-28,27.0900,27.2650,26.2400,26.6000,26.6000,3010472,0.0000,1.0000
2018-12-27,26.4100,27.1600,25.7876,27.1600,27.1600,3036550,0.0000,1.0000
2018-12-26,25.3100,27.2000,25.0100,27.1400,27.1400,3237138,0.0000,1.0000
2018-12-24,26.2700,26.2700,25.0800,25.1500,25.1500,1926924,0.0000,1.0000
2018-12-21,27.3300,27.4300,26.1900,26.3900,26.3900,4323627,0.0000,1.0000
2018-12-20,27.6600,27.7800,26.2900,27.3300,27.3300,4942492,0.0000,1.0000
2018-12-19,28.3200,29.4300,27.0400,27.6100,27.6100,4941736,0.0000,1.0000
2018-12-18,28.1200,28.6600,28.0900,28.2400,28.2400,2108003,0.0000,1.0000
2018-12-17,28.5000,29.0200,27.8350,28.1100,28.1100,2186589,0.0000,1.0000
2018-12-14,28.5100,29.5900,28.4100,28.6100,28.6100,3358975,0.0000,1.0000
2018-12-13,29.2700,29.3127,28.5200,29.1000,29.1000,2557680,0.0000,1.0000
2018-12-12,28.8900,29.9900,28.8200,29.2400,29.2400,3116759,0.0000,1.0000
2018-12-11,29.1600,29.4400,28.3300,28.4300,28.4300,2490557,0.0000,1.0000
2018-12-10,28.6400,29.1400,27.8500,28.3200,28.3200,2915624,0.0000,1.0000
2018-12-07,30.1500,30.2100,28.6796,28.8200,28.8200,3383928,0.0000,1.0000
2018-12-06,29.6600,29.6800,28.1200,29.6500,29.6500,4244173,0.0000,1.0000
2018-12-04,32.1100,32.1900,30.2700,30.4000,30.4000,3037998,0.0000,1.0000
2018-12-03,32.9000,33.4691,31.7800,32.0500,32.0500,2946108,0.0000,1.0000
2018-11-30,31.0400,32.4600,30.9419,31.8100,31.8100,5353834,0.0000,1.0000
2018-11-29,33.4500,33.4800,30.9790,30.9900,30.9900,8105526,0.0000,1.0000
2018-11-28,31.3500,34.1700,30.9600,33.6000,33.6000,5636661,0.0000,1.0000
2018-11-27,32.1400,32.3500,30.9500,31.1900,31.1900,2964927,0.0000,1.0000
2018-11-26,32.4000,32.8600,32.0100,32.5700,32.5700,2348223,0.0000,1.0000
2018-11-23,32.0500,32.5800,31.6300,32.3100,32.3100,1346631,0.0000,1.0000
2018-11-21,33.2000,33.3900,32.7100,32.8000,32.8000,1697161,0.0000,1.0000
2018-11-20,32.4200,33.2000,31.9800,32.6800,32.6800,2938346,0.0000,1.0000
2018-11-19,35.8100,35.9950,32.2500,33.4900,33.4900,4603108,0.0000,1.0000
2018-11-16,35.8500,36.7200,35.7201,35.9500,35.9500,3092050,0.0000,1.0000
2018-11-15,35.0900,36.1600,34.8000,35.9400,35.9400,2535829,0.0000,1.0000
2018-11-14,34.9100,35.6000,34.2500,35.1500,35.1500,2872968,0.0000,1.0000
2018-11-13,33.6900,35.3600,33.2600,34.7200,34.7200,4016944,0.0000,1.0000
2018-11-12,34.2200,34.5700,33.4800,33.7300,33.7300,2422913,0.0000,1.0000
2018-11-09,35.9700,36.1500,33.8200,34.3600,34.3600,4278967,0.0000,1.0000
2018-11-08,36.8600,37.9400,36.1600,36.3800,36.3800,3764117,0.0000,1.0000
2018-11-07,36.7400,37.3300,36.1200,36.8300,36.8300,3267911,0.0000,1.0000
2018-11-06,36.1000,36.5800,35.6800,36.1900,36.1900,2417778,0.0000,1.0000
2018-11-05,36.8400,37.1655,36.3810,36.6000,36.6000,1774657,0.0000,1.0000
2018-11-02,37.0000,37.6900,36.4100,36.9300,36.9300,2690040,0.0000,1.0000
2018-11-01,35.4400,36.8800,35.2400,36.7800,36.7800,2756298,0.0000,1.0000
2018-10-31,34.8200,35.8214,34.6000,34.9900,34.9900,3380700,0.0000,1.0000
2018-10-30,33.6500,34.4800,33.4132,34.1500,34.1500,2193447,0.0000,1.0000
2018-10-29,34.6000,35.1200,33.4000,33.8200,33.8200,2219637,0.0000,1.0000
2018-10-26,33.8400,34.9900,33.0800,34.2500,34.2500,3944718,0.0000,1.0000
2018-10-25,34.5600,35.1900,33.8801,34.5600,34.5600,3200370,0.0000,1.0000
2018-10-24,37.1200,37.3500,34.0400,34.2000,34.2000,4897217,0.0000,1.0000
2018-10-23,38.8700,38.9700,37.0700,37.3200,37.3200,3192870,0.0000,1.0000
2018-10-22,38.7200,39.7600,38.6400,39.4600,39.4600,3141059,0.0000,1.0000
2018-10-19,38.9000,39.1500,37.9000,38.6000,38.6000,5061831,0.0000,1.0000
2018-10-18,38.6100,40.6800,38.6000,38.8500,38.8500,13826704,0.0000,1.0000
2018-10-17,36.3800,36.7100,35.5600,36.7000,36.7000,7398566,0.0000,1.0000
2018-10-16,35.4800,36.2950,35.3000,36.1900,36.1900,2686752,0.0000,1.0000
2018-10-15,35.4700,35.8800,35.3100,35.3400,35.3400,2439871,0.0000,1.0000
2018-10-12,36.3900,36.5500,35.5900,35.6700,35.6700,2848507,0.0000,1.0000
2018-10-11,35.8000,36.2200,35.1300,35.6700,35.6700,3505402,0.0000,1.0000
2018-10-10,37.3100,37.4500,35.9700,36.0600,36.0600,4374437,0.0000,1.0000
2018-10-09,38.4800,38.7300,37.4050,37.6400,37.6400,5164752,0.0000,1.0000
2018-10-08,41.0000,41.0100,38.2700,38.7400,38.7400,7466689,0.0000,1.0000
2018-10-05,42.6400,42.6500,41.6000,42.0600,42.0600,4314191,0.0000,1.0000
2018-10-04,43.3500,43.7300,42.5300,43.1100,43.1100,6420388,0.0000,1.0000
2018-10-03,44.7000,45.4500,42.5100,42.8900,42.8900,14417669,0.0000,1.0000
2018-10-02,40.9600,41.8600,40.8600,41.5600,41.5600,4589918,0.0000,1.0000
2018-10-01,40.7500,40.9600,39.8800,40.8600,40.8600,3624890,0.0000,1.0000
2018-09-28,40.5400,41.3550,40.2400,40.4000,40.4000,3755733,0.0000,1.0000
2018-09-27,40.3800,40.8100,40.0800,40.5000,40.5000,2842787,0.0000,1.0000
2018-09-26,41.3000,41.3000,39.5800,40.4800,40.4800,7849621,0.0000,1.0000
2018-09-25,41.6500,41.9400,40.6000,41.2400,41.2400,5152113,0.0000,1.0000
2018-09-24,43.0100,43.6900,41.9100,41.9600,41.9600,4054270,0.0000,1.0000
2018-09-21,43.3600,44.0000,42.9200,43.7900,43.7900,4939859,0.0000,1.0000
2018-09-20,43.3900,43.5800,42.3800,42.9300,42.9300,4026319,0.0000,1.0000
2018-09-19,43.0500,43.1200,42.1300,42.6300,42.6300,3010275,0.0000,1.0000
2018-09-18,43.4900,43.8000,42.7300,43.1200,43.1200,2707093,0.0000,1.0000
2018-09-17,42.5000,43.5000,42.5000,42.8300,42.8300,3015536,0.0000,1.0000
2018-09-14,41.8100,42.9100,41.8100,42.7900,42.7900,2731442,0.0000,1.0000
2018-09-13,42.5100,42.8800,41.5600,41.7700,41.7700,2609003,0.0000,1.0000
2018-09-12,41.3100,42.0400,40.3200,42.0200,42.0200,4466893,0.0000,1.0000
2018-09-11,41.1900,41.3850,40.5662,40.8700,40.8700,3718963,0.0000,1.0000
2018-09-10,42.0900,42.6900,41.6400,42.0100,42.0100,3405903,0.0000,1.0000
2018-09-07,40.5000,41.8223,40.1000,41.0000,41.0000,5305166,0.0000,1.0000
2018-09-06,42.9000,42.9300,40.1200,40.3600,40.3600,6537246,0.0000,1.0000
2018-09-05,43.1700,43.2263,41.6300,42.8700,42.8700,3340740,0.0000,1.0000
2018-09-04,43.8800,43.9190,43.1000,43.3600,43.3600,2045096,0.0000,1.0000
2018-08-31,44.1000,45.0400,44.0400,44.6700,44.6700,2028645,0.0000,1.0000
2018-08-30,44.9900,45.1700,44.3050,44.3700,44.3700,3086353,0.0000,1.0000
2018-08-29,44.1200,45.4700,44.0400,45.1300,45.1300,2554184,0.0000,1.0000
2018-08-28,44.4900,45.6500,44.0000,44.2500,44.2500,3837152,0.0000,1.0000
2018-08-27,43.4100,44.3500,43.4100,43.8700,43.8700,2358878,0.0000,1.0000
2018-08-24,42.7100,43.5300,42.1800,43.4400,43.4400,4630511,0.0000,1.0000
2018-08-23,42.5000,42.7300,41.8900,42.0200,42.0200,2812973,0.0000,1.0000
2018-08-22,43.2000,43.7900,43.1200,43.2200,43.2200,2037865,0.0000,1.0000
2018-08-21,41.8800,43.2200,41.8800,43.0300,43.0300,3095888,0.0000,1.0000
2018-08-20,42.5700,42.8700,41.7100,41.8300,41.8300,2730865,0.0000,1.0000
2018-08-17,41.4200,42.2400,41.0900,42.0300,42.0300,2264910,0.0000,1.0000
2018-08-16,41.2500,42.2400,41.2500,41.4500,41.4500,3398916,0.0000,1.0000
2018-08-15,43.1800,43.3700,40.6900,40.8800,40.8800,5392395,0.0000,1.0000
2018-08-14,44.3600,44.5599,43.7600,44.1300,44.1300,3399519,0.0000,1.0000
2018-08-13,44.9500,44.9500,44.0100,44.4500,44.4500,4337588,0.0000,1.0000
2018-08-10,42.4500,45.1700,42.0500,44.9800,44.9800,7608234,0.0000,1.0000
2018-08-09,44.2700,44.4000,42.8100,42.9900,42.9900,3058372,0.0000,1.0000
2018-08-08,42.0000,44.3200,41.9450,43.7000,43.7000,6489177,0.0000,1.0000
2018-08-07,43.2100,43.4000,41.9000,41.9700,41.9700,2887866,0.0000,1.0000
2018-08-06,42.5300,42.9800,42.2100,42.7200,42.7200,3233414,0.0000,1.0000
2018-08-03,42.5400,43.3000,42.3100,42.7200,42.7200,2101762,0.0000,1.0000
2018-08-02,41.6300,42.7500,41.4600,42.4800,42.4800,2571736,0.0000,1.0000
2018-08-01,43.0100,43.0100,41.9000,42.0400,42.0400,3886643,0.0000,1.0000
2018-07-31,42.6800,43.6100,42.6552,43.2700,43.2700,2557641,0.0000,1.0000
2018-07-30,43.3800,43.6800,42.3200,42.5800,42.5800,2704072,0.0000,1.0000
2018-07-27,42.8600,43.4800,42.3633,43.2200,43.2200,3978849,0.0000,1.0000
2018-07-26,42.7000,43.4600,42.0500,42.8200,42.8200,3023653,0.0000,1.0000
2018-07-25,42.1000,43.2450,41.6450,43.1100,43.1100,5664928,0.0000,1.0000
2018-07-24,42.3500,43.1000,42.0000,42.4900,42.4900,8243913,0.0000,1.0000
2018-07-23,40.8600,41.8200,40.0800,41.3300,41.3300,7709803,0.0000,1.0000
2018-07-20,41.5300,41.5500,40.0300,40.3200,40.3200,9855642,0.0000,1.0000
2018-07-19,45.7500,46.3000,41.0249,41.5600,41.5600,19926754,0.0000,1.0000
2018-07-18,47.9800,48.7500,47.3200,47.9600,47.9600,3937718,0.0000,1.0000
2018-07-17,47.4000,48.2900,47.3950,48.0200,48.0200,2203008,0.0000,1.0000
2018-07-16,47.5400,48.0800,46.7600,47.4100,47.4100,2714124,0.0000,1.0000
2018-07-13,47.6800,47.8500,47.0200,47.2600,47.2600,1350412,0.0000,1.0000
2018-07-12,48.1000,48.2873,47.1500,47.4000,47.4000,1896637,0.0000,1.0000
2018-07-11,46.9100,48.3000,46.5900,48.0600,48.0600,2847293,0.0000,1.0000
2018-07-10,48.0500,48.8700,47.5179,47.8900,47.8900,2234801,0.0000,1.0000
2018-07-09,47.9400,48.5600,47.5700,48.2900,48.2900,2370238,0.0000,1.0000
2018-07-06,46.4900,47.2450,46.0200,47.1400,47.1400,2184835,0.0000,1.0000
2018-07-05,46.2600,47.5000,46.1700,46.8800,46.8800,2250977,0.0000,1.0000
2018-07-03,46.3400,46.9000,45.5100,45.8000,45.8000,1251283,0.0000,1.0000
2018-07-02,46.4600,47.2900,45.4900,45.8800,45.8800,2150764,0.0000,1.0000
2018-06-29,46.1900,47.3200,46.0875,46.8800,46.8800,3118855,0.0000,1.0000
2018-06-28,45.2300,46.6800,45.0738,46.4700,46.4700,2272953,0.0000,1.0000
2018-06-27,45.6800,47.0500,45.4700,45.7400,45.7400,2468646,0.0000,1.0000
2018-06-26,44.5100,45.9600,44.0800,45.8000,45.8000,3918181,0.0000,1.0000
2018-06-25,45.1300,45.1300,43.5900,44.2600,44.2600,2281908,0.0000,1.0000
2018-06-22,45.4500,45.7800,45.2600,45.5600,45.5600,3383121,0.0000,1.0000
2018-06-21,45.0100,45.4290,44.5700,44.8100,44.8100,2251182,0.0000,1.0000
2018-06-20,44.8800,45.4300,44.3300,45.2700,45.2700,2160543,0.0000,1.0000
2018-06-19,44.6300,44.6300,43.3500,44.4700,44.4700,3320095,0.0000,1.0000
2018-06-18,45.0100,45.8700,45.0000,45.7800,45.7800,2835721,0.0000,1.0000
2018-06-15,47.4000,47.4000,45.0300,45.3400,45.3400,4962449,0.0000,1.0000
2018-06-14,48.4400,48.6450,47.6400,47.8400,47.8400,2167992,0.0000,1.0000
2018-06-13,49.3400,49.4900,48.2800,48.3500,48.3500,2589351,0.0000,1.0000
2018-06-12,49.9800,50.1300,49.1100,49.2900,49.2900,1561916,0.0000,1.0000
2018-06-11,48.5000,50.5900,48.1800,49.9200,49.9200,4973497,0.0000,1.0000
2018-06-08,49.0100,49.4900,48.4400,48.5200,48.5200,2299265,0.0000,1.0000
2018-06-07,50.0400,50.1200,48.5422,49.1900,49.1900,4036842,0.0000,1.0000
2018-06-06,49.8900,50.1900,49.1700,50.1300,50.1300,2873374,0.0000,1.0000
2018-06-05,48.6200,49.5000,48.4200,49.4500,49.4500,2433970,0.0000,1.0000
2018-06-04,48.1300,48.8200,48.1300,48.4600,48.4600,2229504,0.0000,1.0000
2018-06-01,48.3900,48.6200,47.4700,47.6400,47.6400,2442152,0.0000,1.0000
2018-05-31,49.9800,50.4300,47.8100,48.0700,48.0700,4026868,0.0000,1.0000
2018-05-30,48.1100,48.6600,47.5000,48.5400,48.5400,1681243,0.0000,1.0000
2018-05-29,47.5700,47.9500,46.8200,47.3000,47.3000,1973444,0.0000,1.0000
2018-05-25,48.7400,48.8250,47.6600,47.9300,47.9300,3553470,0.0000,1.0000
2018-05-24,48.6200,49.4400,48.5500,49.1500,49.1500,1867241,0.0000,1.0000
2018-05-23,49.2600,49.3800,48.3100,48.5700,48.5700,2276141,0.0000,1.0000
2018-05-22,50.6800,50.9000,49.6000,49.6900,49.6900,3607805,0.0000,1.0000
2018-05-21,51.2000,51.2000,50.1500,50.3700,50.3700,2446551,0.0000,1.0000
2018-05-18,50.5300,51.0500,50.3500,50.8300,50.8300,3011306,0.0000,1.0000
2018-05-17,49.8300,51.0900,49.8300,50.7100,50.7100,2887631,0.0000,1.0000
2018-05-16,50.5400,50.6750,49.5400,50.1900,50.1900,5433326,0.0000,1.0000
2018-05-15,51.7900,51.9500,50.4000,50.5400,50.5400,6216324,0.0000,1.0000
2018-05-14,54.3800,54.5150,51.9200,52.3300,52.3300,4377313,0.0000,1.0000
2018-05-11,53.7900,54.2500,53.3700,53.9600,53.9600,3978772,0.0000,1.0000
2018-05-10,53.4000,54.0100,53.0900,53.7900,53.7900,3321925,0.0000,1.0000
2018-05-09,53.7200,54.1300,53.1800,53.4900,53.4900,3647512,0.0000,1.0000
2018-05-08,54.2600,54.6500,53.4400,53.7600,53.7600,2756129,0.0000,1.0000
2018-05-07,54.8000,55.3800,54.3200,54.5500,54.5500,3891589,0.0000,1.0000
2018-05-04,53.0400,54.4600,52.6500,54.3900,54.3900,2598700,0.0000,1.0000
2018-05-03,52.8300,53.7600,52.6342,53.2800,53.2800,4050792,0.0000,1.0000
2018-05-02,52.4500,53.5000,52.2100,53.0700,53.0700,3375521,0.0000,1.0000
2018-05-01,51.0400,52.4300,50.1100,51.9900,51.9900,2526305,0.0000,1.0000
2018-04-30,51.4000,51.8698,51.0500,51.2000,51.2000,2749820,0.0000,1.0000
2018-04-27,52.5600,52.9900,51.1000,51.6000,51.6000,4355251,0.0000,1.0000
2018-04-26,54.2500,55.0800,52.4005,52.9400,52.9400,5842605,0.0000,1.0000
2018-04-25,50.5900,52.4300,49.9700,51.9500,51.9500,4760378,0.0000,1.0000
2018-04-24,51.4700,52.2000,49.9000,50.8200,50.8200,7258060,0.0000,1.0000
2018-04-23,54.5600,54.9100,51.5000,51.9000,51.9000,13132495,0.0000,1.0000
2018-04-20,59.8200,60.1400,57.4900,60.0100,60.0100,7635803,0.0000,1.0000
2018-04-19,60.5400,62.3500,59.5600,60.2300,60.2300,11779224,0.0000,1.0000
2018-04-18,58.2600,60.2800,57.2500,59.4000,59.4000,8700598,0.0000,1.0000
2018-04-17,55.3700,57.4875,54.7600,57.0800,57.0800,6077405,0.0000,1.0000
2018-04-16,55.5500,56.5000,54.4050,55.0300,55.0300,5572963,0.0000,1.0000
2018-04-13,54.9500,55.3800,54.2700,54.9600,54.9600,2685759,0.0000,1.0000
2018-04-12,53.7000,55.3323,53.1700,54.4700,54.4700,5726282,0.0000,1.0000
2018-04-11,53.8000,54.8900,52.6500,53.9700,53.9700,5434621,0.0000,1.0000
2018-04-10,51.8000,55.1800,51.6500,54.0800,54.0800,8973514,0.0000,1.0000
2018-04-09,49.7800,52.0200,49.3200,50.6200,50.6200,6810025,0.0000,1.0000
2018-04-06,47.1800,48.7400,47.1000,48.0500,48.0500,4066842,0.0000,1.0000
2018-04-05,47.2000,48.7300,47.1500,47.6100,47.6100,2979005,0.0000,1.0000
2018-04-04,44.4000,47.0700,44.2100,46.9200,46.9200,3667535,0.0000,1.0000
2018-04-03,44.6300,45.9000,44.6300,45.3500,45.3500,2914982,0.0000,1.0000
2018-04-02,44.8600,46.1200,43.8000,44.3400,44.3400,2139615,0.0000,1.0000
2018-03-29,44.7400,45.6629,44.5000,44.9600,44.9600,2279233,0.0000,1.0000
2018-03-28,44.5100,44.9200,43.6864,44.4200,44.4200,1661695,0.0000,1.0000
2018-03-27,46.2500,46.4900,44.6350,44.9000,44.9000,2889304,0.0000,1.0000
2018-03-26,45.2600,46.5300,44.2698,45.7700,45.7700,5152476,0.0000,1.0000
2018-03-23,45.1700,46.0000,44.6000,44.7100,44.7100,3221848,0.0000,1.0000
2018-03-22,47.4000,48.0890,44.8600,44.9200,44.9200,4312329,0.0000,1.0000
2018-03-21,46.4200,48.0615,46.3100,47.9500,47.9500,2104409,0.0000,1.0000
2018-03-20,46.3700,47.0600,46.0500,46.4700,46.4700,1506443,0.0000,1.0000
2018-03-19,47.0300,47.6800,45.7600,46.3600,46.3600,2498132,0.0000,1.0000
2018-03-16,46.8000,47.9186,46.7400,47.2300,47.2300,2815649,0.0000,1.0000
2018-03-15,46.4500,47.1300,45.7100,46.9300,46.9300,2998802,0.0000,1.0000
2018-03-14,49.0900,49.4300,46.2100,46.5700,46.5700,3696049,0.0000,1.0000
2018-03-13,48.4300,49.8500,48.4300,48.5900,48.5900,2738974,0.0000,1.0000
2018-03-12,48.0100,48.6799,47.9100,48.3600,48.3600,1489039,0.0000,1.0000
2018-03-09,48.0500,48.5900,47.2300,47.8600,47.8600,2761992,0.0000,1.0000
2018-03-08,47.8800,48.7300,46.5450,47.4700,47.4700,3105316,0.0000,1.0000
2018-03-07,46.6000,48.2600,46.4006,47.8800,47.8800,3654749,0.0000,1.0000
2018-03-06,46.1900,47.5200,46.0300,46.9900,46.9900,4431167,0.0000,1.0000
2018-03-05,45.1800,46.4600,44.8500,45.6500,45.6500,4587974,0.0000,1.0000
2018-03-02,44.7200,46.1800,44.1400,45.5400,45.5400,3707749,0.0000,1.0000
2018-03-01,45.9300,46.4400,44.5800,45.0700,45.0700,6501728,0.0000,1.0000
2018-02-28,46.2500,46.8400,44.9400,44.9700,44.9700,2829506,0.0000,1.0000
2018-02-27,46.5000,47.1700,45.6570,46.2200,46.2200,3223727,0.0000,1.0000
2018-02-26,47.4200,47.5800,46.1400,46.6800,46.6800,3553755,0.0000,1.0000
2018-02-23,48.0600,48.1400,46.5841,46.7000,46.7000,3083368,0.0000,1.0000
2018-02-22,48.0100,48.4000,46.8300,48.0100,48.0100,4217919,0.0000,1.0000
2018-02-21,48.2100,48.9500,47.2300,47.5500,47.5500,3185582,0.0000,1.0000
2018-02-20,46.8400,48.7399,46.7600,48.0700,48.0700,4581817,0.0000,1.0000
2018-02-16,47.5000,50.1800,46.5200,47.3600,47.3600,8372208,0.0000,1.0000
2018-02-15,48.9900,48.9900,46.1901,47.5700,47.5700,5101632,0.0000,1.0000
2018-02-14,46.7100,48.6500,46.5200,48.5400,48.5400,2427324,0.0000,1.0000
2018-02-13,46.3900,47.9800,46.1200,47.3000,47.3000,2805323,0.0000,1.0000
2018-02-12,46.0500,47.1300,45.7700,46.6500,46.6500,3495865,0.0000,1.0000
2018-02-09,46.5400,47.0600,44.1500,45.9200,45.9200,4569076,0.0000,1.0000
2018-02-08,47.8100,48.2400,45.5300,45.9800,45.9800,3896943,0.0000,1.0000
2018-02-07,49.2300,49.4200,47.6700,47.7000,47.7000,3175247,0.0000,1.0000
2018-02-06,47.4400,50.2000,47.2800,49.4300,49.4300,3140711,0.0000,1.0000
2018-02-05,48.6100,50.7500,47.8000,48.4600,48.4600,3861760,0.0000,1.0000
2018-02-02,52.0000,52.0000,49.0000,49.0900,49.0900,6057643,0.0000,1.0000
2018-02-01,51.4100,52.5000,51.2700,52.4200,52.4200,3175232,0.0000,1.0000
2018-01-31,52.7500,53.3600,51.2500,52.0200,52.0200,4470149,0.0000,1.0000
2018-01-30,53.6700,53.9700,52.5200,52.5200,52.5200,3612659,0.0000,1.0000
2018-01-29,53.8900,54.6299,53.5200,54.4900,54.4900,4630861,0.0000,1.0000
2018-01-26,53.5500,54.4000,53.2800,54.0000,54.0000,2745616,0.0000,1.0000
2018-01-25,53.7400,53.8900,52.7200,53.1100,53.1100,3744040,0.0000,1.0000
2018-01-24,52.9000,53.8525,52.3900,53.3000,53.3000,2520675,0.0000,1.0000
2018-01-23,52.3400,52.9000,51.7300,52.4900,52.4900,4883081,0.0000,1.0000
2018-01-22,52.8000,53.9000,52.2610,52.9400,52.9400,4174194,0.0000,1.0000
2018-01-19,52.8600,53.6800,52.5500,53.1000,53.1000,5753662,0.0000,1.0000
2018-01-18,53.6700,53.8700,51.7200,53.0000,53.0000,19419475,0.0000,1.0000
2018-01-17,56.0300,57.0399,55.5800,56.9900,56.9900,7635962,0.0000,1.0000
2018-01-16,56.0900,57.0400,55.4600,56.2400,56.2400,3824593,0.0000,1.0000
2018-01-12,57.0500,57.5000,56.1100,56.7600,56.7600,4191608,0.0000,1.0000
2018-01-11,56.6000,57.1300,55.8700,56.9100,56.9100,2725478,0.0000,1.0000
2018-01-10,54.3700,56.2600,54.2300,56.1700,56.1700,5004005,0.0000,1.0000
2018-01-09,55.0000,55.0800,54.0000,54.2000,54.2000,3532952,0.0000,1.0000
2018-01-08,53.9600,56.1500,53.6600,55.0000,55.0000,5028059,0.0000,1.0000
2018-01-05,54.6500,54.6600,53.4100,54.0900,54.0900,3370371,0.0000,1.0000
2018-01-04,54.8100,55.4300,54.0750,54.7000,54.7000,3555120,0.0000,1.0000
2018-01-03,54.9200,55.1500,52.9600,54.5000,54.5000,4097542,0.0000,1.0000
2018-01-02,54.0600,55.2200,53.9100,55.1700,55.1700,2928905,0.0000,1.0000
2017-12-29,54.0000,54.6100,53.5200,53.8700,53.8700,5170353,0.0000,1.0000
2017-12-28,52.0500,54.2000,52.0210,54.1400,54.1400,5696354,0.0000,1.0000
2017-12-27,50.5500,51.9300,50.2000,51.8400,51.8400,2959469,0.0000,1.0000
2017-12-26,49.9800,50.5000,49.2100,50.3800,50.3800,2750631,0.0000,1.0000
2017-12-22,49.1500,50.0400,48.8100,49.9900,49.9900,2427508,0.0000,1.0000
2017-12-21,49.5700,49.6800,48.7700,48.9900,48.9900,3046872,0.0000,1.0000
